subregion,avg_temp,month
kenedy,23.247252747252748,Apr
kent,17.325396825396826,Apr
kerr,18.80625,Apr
kimble,18.76820512820513,Apr
king,17.188636363636363,Apr
kinney,21.14973544973545,Apr
kleberg,22.95188679245283,Apr
knox,17.73014705882353,Apr
lamar,17.238970588235293,Apr
lamb,14.166666666666666,Apr
lampasas,18.550515463917524,Apr
la salle,22.85792079207921,Apr
lavaca,20.58169014084507,Apr
lee,20.088172043010754,Apr
leon,19.341721854304634,Apr
liberty,19.97235294117647,Apr
limestone,19.109375,Apr
lipscomb,13.802097902097902,Apr
live oak,22.3496644295302,Apr
llano,19.106060606060606,Apr
loving,18.295402298850576,Apr
lubbock,15.397727272727273,Apr
lynn,16.04921875,Apr
mcculloch,18.762424242424242,Apr
mclennan,19.11513157894737,Apr
mcmullen,22.54972067039106,Apr
madison,19.747297297297298,Apr
marion,18.225396825396825,Apr
martin,17.797727272727272,Apr
mason,18.835074626865673,Apr
matagorda,20.998039215686273,Apr
maverick,22.55611111111111,Apr
medina,21.009444444444444,Apr
menard,18.6408,Apr
midland,18.201503759398495,Apr
milam,19.95177304964539,Apr
mills,18.54368932038835,Apr
mitchell,18.240151515151517,Apr
montague,17.76131386861314,Apr
montgomery,19.98766233766234,Apr
moore,13.225384615384616,Apr
morris,17.956410256410255,Apr
motley,16.23061224489796,Apr
nacogdoches,18.64055944055944,Apr
navarro,18.781935483870967,Apr
newton,19.152845528455284,Apr
nolan,17.9,Apr
nueces,22.67142857142857,Apr
ochiltree,13.65944055944056,Apr
oldham,13.387012987012987,Apr
orange,19.819230769230767,Apr
palo pinto,18.32171052631579,Apr
panola,18.288888888888888,Apr
parker,18.178030303030305,Apr
parmer,13.386666666666667,Apr
pecos,18.610914454277285,Apr
polk,19.16815286624204,Apr
potter,13.795804195804196,Apr
presidio,18.12430426716141,Apr
rains,17.607894736842105,Apr
randall,13.773076923076923,Apr
reagan,18.26,Apr
real,19.052808988764045,Apr
red river,17.250632911392405,Apr
reeves,18.33473684210526,Apr
refugio,21.825742574257426,Apr
roberts,14.20923076923077,Apr
robertson,19.705042016806722,Apr
rockwall,17.855,Apr
runnels,18.80448717948718,Apr
rusk,18.325984251968503,Apr
sabine,18.58809523809524,Apr
san augustine,18.539759036144577,Apr
san jacinto,19.428260869565218,Apr
san patricio,22.27319587628866,Apr
san saba,18.728571428571428,Apr
schleicher,18.796666666666667,Apr
scurry,17.551666666666666,Apr
shackelford,18.136923076923075,Apr
shelby,18.3008547008547,Apr
sherman,12.702097902097902,Apr
smith,18.310948905109488,Apr
somervell,18.733333333333334,Apr
starr,24.23212121212121,Apr
stephens,18.15416666666667,Apr
sterling,18.116260162601627,Apr
stonewall,17.7675,Apr
sutton,19.174545454545456,Apr
swisher,14.012587412587413,Apr
tarrant,18.44621212121212,Apr
taylor,18.216296296296296,Apr
terrell,20.276506024096385,Apr
terry,15.717213114754099,Apr
throckmorton,17.895833333333332,Apr
titus,17.632758620689657,Apr
tom green,18.825454545454544,Apr
travis,19.878169014084506,Apr
trinity,19.176237623762376,Apr
tyler,19.207246376811593,Apr
upshur,17.996385542168674,Apr
upton,18.775977653631283,Apr
uvalde,21.01764705882353,Apr
val verde,21.004906542056077,Apr
van zandt,18.05206611570248,Apr
victoria,21.486324786324786,Apr
walker,19.740776699029126,Apr
waller,20.27605633802817,Apr
ward,18.716949152542373,Apr
washington,20.192941176470587,Apr
webb,23.480728051391864,Apr
wharton,20.692105263157895,Apr
wheeler,14.926573426573427,Apr
wichita,17.45408163265306,Apr
wilbarger,17.174264705882354,Apr
willacy,23.444155844155844,Apr
williamson,19.55375,Apr
wilson,21.182692307692307,Apr
winkler,18.30086956521739,Apr
wise,18.07578125,Apr
wood,17.751960784313727,Apr
yoakum,15.219166666666666,Apr
young,18.080000000000002,Apr
zapata,24.257142857142856,Apr
zavala,22.34385026737968,Apr
anderson,22.759354838709676,May
andrews,22.062380952380952,May
angelina,22.73898305084746,May
aransas,24.96,May
archer,22.167132867132867,May
armstrong,18.931538461538462,May
atascosa,24.982022471910113,May
austin,23.836263736263735,May
bailey,18.779090909090908,May
bandera,23.032038834951457,May
bastrop,23.663559322033898,May
baylor,21.94090909090909,May
bee,25.102459016393443,May
bell,23.11935483870968,May
bexar,24.18232044198895,May
blanco,22.726666666666667,May
borden,21.93846153846154,May
bosque,22.56917808219178,May
bowie,21.617424242424242,May
brazoria,23.984102564102564,May
brazos,23.69875,May
brewster,23.111254396248533,May
briscoe,19.483916083916085,May
brooks,26.2744,May
brown,22.25985401459854,May
burleson,23.832291666666666,May
burnet,22.59448275862069,May
caldwell,23.85974025974026,May
calhoun,24.802,May
callahan,22.175,May
cameron,26.185470085470087,May
camp,21.915625,May
carson,18.662237762237762,May
cass,21.93357142857143,May
castro,18.288372093023256,May
chambers,24.069736842105264,May
cherokee,22.612666666666666,May
childress,21.327,May
clay,21.913939393939394,May
cochran,19.08677685950413,May
coke,22.372222222222224,May
coleman,22.442045454545454,May
collin,21.898425196850393,May
collingsworth,20.516923076923078,May
colorado,23.73181818181818,May
comal,23.36125,May
comanche,22.068345323741006,May
concho,22.840425531914892,May
cooke,21.56742424242424,May
coryell,22.541290322580647,May
cottle,21.391044776119404,May
crane,23.4496,May
crockett,23.129807692307693,May
crosby,20.492592592592594,May
culberson,21.150182481751823,May
dallam,16.958874458874458,May
dallas,22.64014598540146,May
dawson,21.331666666666667,May
deaf smith,17.913809523809523,May
delta,21.548837209302327,May
denton,22.036363636363635,May
de witt,24.462096774193547,May
dickens,20.992142857142856,May
dimmit,26.00176470588235,May
donley,19.66923076923077,May
duval,25.723788546255506,May
eastland,21.869230769230768,May
ector,22.48702290076336,May
edwards,22.804379562043795,May
ellis,22.7125,May
el paso,21.481506849315068,May
erath,21.98,May
falls,23.32300884955752,May
fannin,21.330327868852457,May
fayette,23.74963503649635,May
fisher,22.53008130081301,May
floyd,19.590151515151515,May
foard,21.755752212389382,May
fort bend,23.9592,May
franklin,21.6,May
freestone,22.78333333333333,May
frio,25.154362416107382,May
gaines,21.164935064935065,May
galveston,24.10232558139535,May
garza,21.393548387096775,May
gillespie,22.158709677419356,May
glasscock,22.085365853658537,May
goliad,24.914782608695653,May
gonzales,24.125333333333334,May
gray,18.941258741258743,May
grayson,21.62605633802817,May
gregg,22.05909090909091,May
grimes,23.598148148148148,May
guadalupe,24.029807692307692,May
hale,19.53970588235294,May
hall,20.805839416058394,May
hamilton,22.089655172413792,May
hansford,18.474825174825174,May
hardeman,21.55204081632653,May
hardin,23.2144,May
harris,23.93293172690763,May
harrison,22.141353383458647,May
hartley,17.574761904761903,May
haskell,22.560769230769232,May
hays,23.27674418604651,May
hemphill,19.19,May
henderson,22.47463768115942,May
hidalgo,26.49392523364486,May
hill,22.779856115107915,May
hockley,19.739597315436242,May
hood,22.44814814814815,May
hopkins,21.489655172413794,May
houston,22.734444444444446,May
howard,22.371328671328673,May
hudspeth,20.396946564885496,May
hunt,21.478861788617888,May
hutchinson,19.014615384615386,May
irion,22.59673202614379,May
jack,21.974615384615383,May
jackson,24.37372881355932,May
jasper,22.76597222222222,May
jeff davis,20.09278996865204,May
jefferson,23.86544117647059,May
jim hogg,26.21139240506329,May
jim wells,25.76890756302521,May
johnson,22.61881188118812,May
jones,22.770866141732284,May
karnes,24.72980769230769,May
kaufman,22.214159292035397,May
kendall,22.670454545454547,May
kenedy,25.95054945054945,May
kent,21.83015873015873,May
kerr,22.160625,May
kimble,22.297948717948717,May
king,21.723484848484848,May
kinney,24.46878306878307,May
kleberg,25.83490566037736,May
knox,22.211764705882352,May
lamar,21.452205882352942,May
lamb,19.06,May
lampasas,22.296907216494844,May
la salle,25.810396039603962,May
lavaca,23.864084507042254,May
lee,23.56989247311828,May
leon,22.896688741721853,May
liberty,23.54235294117647,May
limestone,22.86015625,May
lipscomb,18.63776223776224,May
live oak,25.371812080536913,May
llano,22.87727272727273,May
loving,22.854022988505747,May
lubbock,20.243939393939392,May
lynn,20.55234375,May
mcculloch,22.406666666666666,May
mclennan,23.063815789473683,May
mcmullen,25.546927374301674,May
madison,23.339189189189188,May
marion,22.168253968253968,May
martin,22.243181818181817,May
mason,22.302985074626864,May
matagorda,24.337254901960783,May
maverick,25.816666666666666,May
medina,24.415555555555557,May
menard,22.2896,May
midland,22.594736842105263,May
milam,23.556028368794326,May
mills,22.292233009708738,May
mitchell,22.546969696969697,May
montague,21.85255474452555,May
montgomery,23.483766233766232,May
moore,18.14923076923077,May
morris,22.01794871794872,May
motley,20.759863945578232,May
nacogdoches,22.384615384615383,May
navarro,22.62,May
newton,22.65691056910569,May
nolan,22.03142857142857,May
nueces,25.595238095238095,May
ochiltree,18.513286713286714,May
oldham,18.235497835497835,May
orange,23.45576923076923,May
palo pinto,22.186184210526317,May
panola,22.184920634920633,May
parker,22.159848484848485,May
parmer,18.201481481481483,May
pecos,22.726991150442476,May
polk,22.75923566878981,May
potter,18.7013986013986,May
presidio,22.043228200371058,May
rains,21.607894736842105,May
randall,18.59769230769231,May
reagan,22.328387096774193,May
real,22.391011235955055,May
red river,21.38227848101266,May
reeves,22.826842105263157,May
refugio,24.988118811881186,May
roberts,19.006153846153847,May
robertson,23.350420168067227,May
rockwall,21.975,May
runnels,22.746794871794872,May
rusk,22.093700787401573,May
sabine,22.167857142857144,May
san augustine,22.185542168674697,May
san jacinto,22.940217391304348,May
san patricio,25.287628865979382,May
san saba,22.444099378881987,May
schleicher,22.654444444444444,May
scurry,21.994166666666665,May
shackelford,22.323846153846155,May
shelby,22.04102564102564,May
sherman,17.720979020979023,May
smith,22.080291970802918,May
somervell,22.59259259259259,May
starr,26.81878787878788,May
stephens,22.155,May
sterling,22.234146341463415,May
stonewall,22.255,May
sutton,22.877727272727274,May
swisher,18.81118881118881,May
tarrant,22.53181818181818,May
taylor,22.320740740740742,May
terrell,24.09487951807229,May
terry,20.331967213114755,May
throckmorton,22.13,May
titus,21.720689655172414,May
tom green,22.849545454545453,May
travis,23.559859154929576,May
trinity,22.827722772277227,May
tyler,22.718115942028987,May
upshur,21.916867469879517,May
upton,23.01284916201117,May
uvalde,24.297285067873304,May
val verde,24.648831775700934,May
van zandt,21.97190082644628,May
victoria,24.737606837606837,May
walker,23.301941747572815,May
waller,23.783098591549294,May
ward,23.13813559322034,May
washington,23.898823529411764,May
webb,26.466381156316917,May
wharton,23.973026315789475,May
wheeler,19.53146853146853,May
wichita,21.955102040816328,May
wilbarger,21.7375,May
willacy,26.006493506493506,May
williamson,23.181875,May
wilson,24.482692307692307,May
winkler,22.742608695652173,May
wise,22.028125,May
wood,21.685294117647057,May
yoakum,19.710833333333333,May
young,22.127692307692307,May
zapata,26.989115646258504,May
zavala,25.433689839572192,May
anderson,26.305806451612902,Jun
andrews,26.001428571428573,Jun
angelina,26.15084745762712,Jun
aransas,27.62,Jun
archer,26.445454545454545,Jun
armstrong,23.595384615384617,Jun
atascosa,27.854494382022473,Jun
austin,27.03956043956044,Jun
bailey,23.421818181818182,Jun
bandera,26.075728155339807,Jun
bastrop,26.96864406779661,Jun
baylor,26.315151515151516,Jun
bee,27.800819672131148,Jun
bell,26.688387096774193,Jun
bexar,27.41767955801105,Jun
blanco,26.055238095238096,Jun
borden,25.77076923076923,Jun
bosque,26.364383561643837,Jun
bowie,25.595454545454544,Jun
brazoria,26.88,Jun
brazos,27.12625,Jun
brewster,26.209026963657678,Jun
briscoe,24.063636363636363,Jun
brooks,28.54,Jun
brown,25.96788321167883,Jun
burleson,27.2375,Jun
burnet,26.171724137931033,Jun
caldwell,27.070129870129872,Jun
calhoun,27.532,Jun
callahan,25.88939393939394,Jun
cameron,28.175213675213676,Jun
camp,25.86875,Jun
carson,23.3986013986014,Jun
cass,25.705714285714286,Jun
castro,22.889922480620154,Jun
chambers,27.142105263157895,Jun
cherokee,26.2,Jun
childress,26.096,Jun
clay,26.21939393939394,Jun
cochran,23.489256198347107,Jun
coke,26.04206349206349,Jun
coleman,26.058522727272727,Jun
collin,26.081102362204724,Jun
collingsworth,25.157692307692308,Jun
colorado,26.89848484848485,Jun
comal,26.64125,Jun
comanche,25.86546762589928,Jun
concho,26.381560283687943,Jun
cooke,25.85530303030303,Jun
coryell,26.329032258064515,Jun
cottle,25.975373134328358,Jun
crane,27.2664,Jun
crockett,26.314663461538462,Jun
crosby,24.895555555555557,Jun
culberson,25.278467153284673,Jun
dallam,22.398701298701297,Jun
dallas,26.843795620437955,Jun
dawson,25.340833333333332,Jun
deaf smith,22.746666666666666,Jun
delta,25.686046511627907,Jun
denton,26.274242424242424,Jun
de witt,27.387096774193548,Jun
dickens,25.304285714285715,Jun
dimmit,29.045882352941177,Jun
donley,24.212307692307693,Jun
duval,28.196916299559472,Jun
eastland,25.744055944055944,Jun
ector,26.31679389312977,Jun
edwards,25.825912408759123,Jun
ellis,26.694117647058825,Jun
el paso,26.313013698630137,Jun
erath,25.805333333333333,Jun
falls,26.86637168141593,Jun
fannin,25.509836065573772,Jun
fayette,27.0014598540146,Jun
fisher,26.369918699186993,Jun
floyd,24.11060606060606,Jun
foard,26.38849557522124,Jun
fort bend,26.9424,Jun
franklin,25.61842105263158,Jun
freestone,26.433333333333334,Jun
frio,28.01006711409396,Jun
gaines,25.314718614718615,Jun
galveston,27.027906976744188,Jun
garza,25.501612903225805,Jun
gillespie,25.385161290322582,Jun
glasscock,25.796747967479675,Jun
goliad,27.584347826086958,Jun
gonzales,27.196,Jun
gray,23.57832167832168,Jun
grayson,25.902112676056337,Jun
gregg,25.845454545454544,Jun
grimes,26.937037037037037,Jun
guadalupe,27.246153846153845,Jun
hale,24.144117647058824,Jun
hall,25.416058394160583,Jun
hamilton,25.88362068965517,Jun
hansford,23.68111888111888,Jun
hardeman,26.33877551020408,Jun
hardin,26.2504,Jun
harris,27.013253012048192,Jun
harrison,25.837593984962407,Jun
hartley,22.82857142857143,Jun
haskell,26.56230769230769,Jun
hays,26.565116279069766,Jun
hemphill,23.98,Jun
henderson,26.278260869565216,Jun
hidalgo,28.476635514018692,Jun
hill,26.671223021582733,Jun
hockley,24.251677852348994,Jun
hood,26.394444444444446,Jun
hopkins,25.573275862068964,Jun
houston,26.231666666666666,Jun
howard,26.10909090909091,Jun
hudspeth,24.935419847328244,Jun
hunt,25.692682926829267,Jun
hutchinson,23.939230769230768,Jun
irion,25.948366013071894,Jun
jack,26.183846153846154,Jun
jackson,27.39322033898305,Jun
jasper,25.909027777777776,Jun
jeff davis,23.869905956112852,Jun
jefferson,26.928676470588236,Jun
jim hogg,28.412025316455697,Jun
jim wells,28.334453781512604,Jun
johnson,26.562376237623763,Jun
jones,26.60551181102362,Jun
karnes,27.54326923076923,Jun
kaufman,26.289380530973453,Jun
kendall,25.818181818181817,Jun
kenedy,28.146703296703297,Jun
kent,25.952380952380953,Jun
kerr,25.34125,Jun
kimble,25.76153846153846,Jun
king,26.046212121212122,Jun
kinney,27.45925925925926,Jun
kleberg,28.241509433962264,Jun
knox,26.53014705882353,Jun
lamar,25.633823529411764,Jun
lamb,23.602666666666668,Jun
lampasas,26.01134020618557,Jun
la salle,28.825742574257426,Jun
lavaca,27.159859154929578,Jun
lee,26.876344086021504,Jun
leon,26.41390728476821,Jun
liberty,26.667058823529413,Jun
limestone,26.575781250000002,Jun
lipscomb,23.715384615384615,Jun
live oak,28.08322147651007,Jun
llano,26.386363636363637,Jun
loving,27.033333333333335,Jun
lubbock,24.828030303030303,Jun
lynn,24.725,Jun
mcculloch,25.96727272727273,Jun
mclennan,26.89671052631579,Jun
mcmullen,28.305027932960893,Jun
madison,26.772972972972973,Jun
marion,25.887301587301586,Jun
martin,26.10757575757576,Jun
mason,25.79776119402985,Jun
matagorda,27.230718954248367,Jun
maverick,28.773333333333333,Jun
medina,27.335,Jun
menard,25.7776,Jun
midland,26.378947368421052,Jun
milam,26.91631205673759,Jun
mills,25.93592233009709,Jun
mitchell,26.28409090909091,Jun
montague,26.015328467153285,Jun
montgomery,26.76883116883117,Jun
moore,23.288461538461537,Jun
morris,25.902564102564103,Jun
motley,25.203401360544216,Jun
nacogdoches,25.955244755244756,Jun
navarro,26.510967741935485,Jun
newton,25.865040650406502,Jun
nolan,25.74,Jun
nueces,28.104761904761904,Jun
ochiltree,23.527972027972027,Jun
oldham,23.31082251082251,Jun
orange,26.54423076923077,Jun
palo pinto,26.424342105263158,Jun
panola,25.823809523809523,Jun
parker,26.30378787878788,Jun
parmer,22.921481481481482,Jun
pecos,26.360324483775813,Jun
polk,26.03248407643312,Jun
potter,23.697902097902098,Jun
presidio,25.575324675324676,Jun
rains,25.728947368421053,Jun
randall,23.336153846153845,Jun
reagan,25.83741935483871,Jun
real,25.476404494382024,Jun
red river,25.403164556962025,Jun
reeves,26.966578947368422,Jun
refugio,27.587128712871287,Jun
roberts,23.832307692307694,Jun
robertson,26.811764705882354,Jun
rockwall,26.115000000000002,Jun
runnels,26.351282051282052,Jun
rusk,25.80472440944882,Jun
sabine,25.573809523809523,Jun
san augustine,25.66867469879518,Jun
san jacinto,26.266304347826086,Jun
san patricio,27.916494845360823,Jun
san saba,26.018633540372672,Jun
schleicher,25.958333333333332,Jun
scurry,25.885,Jun
shackelford,26.119230769230768,Jun
shelby,25.664957264957266,Jun
sherman,23.097202797202797,Jun
smith,25.895620437956204,Jun
somervell,26.403703703703705,Jun
starr,28.89090909090909,Jun
stephens,26.225,Jun
sterling,25.817886178861787,Jun
stonewall,26.355833333333333,Jun
sutton,25.99772727272727,Jun
swisher,23.418181818181818,Jun
tarrant,26.734848484848484,Jun
taylor,26.055555555555557,Jun
terrell,27.229819277108433,Jun
terry,24.574590163934428,Jun
throckmorton,26.210833333333333,Jun
titus,25.68793103448276,Jun
tom green,26.478181818181817,Jun
travis,26.98661971830986,Jun
trinity,26.244554455445545,Jun
tyler,25.795652173913044,Jun
upshur,25.790361445783134,Jun
upton,26.666480446927373,Jun
uvalde,27.213122171945702,Jun
val verde,27.692523364485982,Jun
van zandt,25.947107438016527,Jun
victoria,27.584615384615386,Jun
walker,26.715533980582524,Jun
waller,26.97605633802817,Jun
ward,27.315254237288137,Jun
washington,27.274117647058823,Jun
webb,29.258244111349036,Jun
wharton,26.9375,Jun
wheeler,24.216783216783217,Jun
wichita,26.537755102040816,Jun
wilbarger,26.438970588235293,Jun
willacy,28.027272727272727,Jun
williamson,26.670625,Jun
wilson,27.52019230769231,Jun
winkler,26.85913043478261,Jun
wise,26.1359375,Jun
wood,25.65392156862745,Jun
yoakum,23.995833333333334,Jun
young,26.247692307692308,Jun
zapata,29.22721088435374,Jun
zavala,28.25187165775401,Jun
anderson,28.280645161290323,Jul
andrews,27.15142857142857,Jul
angelina,27.904237288135594,Jul
aransas,28.633333333333333,Jul
archer,29.226573426573427,Jul
armstrong,26.07846153846154,Jul
atascosa,29.18932584269663,Jul
austin,28.583516483516483,Jul
bailey,25.04,Jul
bandera,27.351456310679612,Jul
bastrop,28.64830508474576,Jul
baylor,29.00378787878788,Jul
bee,29.03360655737705,Jul
bell,28.79225806451613,Jul
bexar,28.85745856353591,Jul
blanco,27.763809523809524,Jul
borden,27.56153846153846,Jul
bosque,28.58013698630137,Jul
bowie,27.62121212121212,Jul
brazoria,28.155384615384616,Jul
brazos,28.91375,Jul
brewster,26.584173505275498,Jul
briscoe,26.43846153846154,Jul
brooks,29.5248,Jul
brown,28.07007299270073,Jul
burleson,29.052083333333332,Jul
burnet,28.038620689655172,Jul
caldwell,28.728571428571428,Jul
calhoun,28.836,Jul
callahan,28.096969696969698,Jul
cameron,28.87863247863248,Jul
camp,28.06875,Jul
carson,25.95314685314685,Jul
cass,27.784285714285716,Jul
castro,24.78062015503876,Jul
chambers,28.353947368421053,Jul
cherokee,28.142666666666667,Jul
childress,28.626,Jul
clay,29.033333333333335,Jul
cochran,24.929752066115704,Jul
coke,27.85238095238095,Jul
coleman,28.022159090909092,Jul
collin,28.516535433070867,Jul
collingsworth,27.976153846153846,Jul
colorado,28.38939393939394,Jul
comal,28.24125,Jul
comanche,28.097841726618704,Jul
concho,28.085106382978722,Jul
cooke,28.561363636363637,Jul
coryell,28.52064516129032,Jul
cottle,28.55,Jul
crane,28.476,Jul
crockett,27.652403846153845,Jul
crosby,26.88962962962963,Jul
culberson,26.040328467153284,Jul
dallam,24.835497835497836,Jul
dallas,29.247445255474453,Jul
dawson,26.928333333333335,Jul
deaf smith,24.80142857142857,Jul
delta,28.08604651162791,Jul
denton,28.81969696969697,Jul
de witt,28.690322580645162,Jul
dickens,27.677142857142858,Jul
dimmit,30.23941176470588,Jul
donley,26.99230769230769,Jul
duval,29.22466960352423,Jul
eastland,28.01048951048951,Jul
ector,27.527480916030534,Jul
edwards,27.255109489051094,Jul
ellis,29.051470588235293,Jul
el paso,27.416438356164385,Jul
erath,28.012,Jul
falls,28.932743362831857,Jul
fannin,27.93606557377049,Jul
fayette,28.653284671532848,Jul
fisher,28.341463414634145,Jul
floyd,26.25378787878788,Jul
foard,28.971681415929204,Jul
fort bend,28.2744,Jul
franklin,27.852631578947367,Jul
freestone,28.5575,Jul
frio,29.24765100671141,Jul
gaines,26.58138528138528,Jul
galveston,28.309302325581395,Jul
garza,27.467741935483872,Jul
gillespie,26.99483870967742,Jul
glasscock,27.272357723577237,Jul
goliad,28.831304347826087,Jul
gonzales,28.747333333333334,Jul
gray,26.431468531468532,Jul
grayson,28.47676056338028,Jul
gregg,28.025,Jul
grimes,28.630555555555556,Jul
guadalupe,28.802884615384617,Jul
hale,25.898529411764706,Jul
hall,28.063503649635038,Jul
hamilton,28.137931034482758,Jul
hansford,26.35174825174825,Jul
hardeman,28.897959183673468,Jul
hardin,27.6904,Jul
harris,28.443775100401606,Jul
harrison,27.866917293233083,Jul
hartley,25.215238095238096,Jul
haskell,28.984615384615385,Jul
hays,28.232558139534884,Jul
hemphill,26.981538461538463,Jul
henderson,28.473188405797103,Jul
hidalgo,29.3696261682243,Jul
hill,28.928057553956833,Jul
hockley,25.619463087248324,Jul
hood,28.63888888888889,Jul
hopkins,27.93448275862069,Jul
houston,28.066111111111113,Jul
howard,27.814685314685313,Jul
hudspeth,25.824885496183207,Jul
hunt,28.088617886178863,Jul
hutchinson,26.587692307692308,Jul
irion,27.394771241830064,Jul
jack,28.79769230769231,Jul
jackson,28.741525423728813,Jul
jasper,27.428472222222222,Jul
jeff davis,24.199686520376176,Jul
jefferson,28.10808823529412,Jul
jim hogg,29.383544303797468,Jul
jim wells,29.45294117647059,Jul
johnson,28.90990099009901,Jul
jones,28.822047244094488,Jul
karnes,28.902884615384615,Jul
kaufman,28.74513274336283,Jul
kendall,27.354545454545455,Jul
kenedy,29.12087912087912,Jul
kent,28.08888888888889,Jul
kerr,26.746875,Jul
kimble,27.276923076923076,Jul
king,28.562878787878788,Jul
kinney,28.833333333333332,Jul
kleberg,29.312264150943395,Jul
knox,29.077205882352942,Jul
lamar,28.03529411764706,Jul
lamb,25.230666666666668,Jul
lampasas,28.08659793814433,Jul
la salle,29.976237623762376,Jul
lavaca,28.573943661971832,Jul
lee,28.625806451612902,Jul
leon,28.365562913907283,Jul
liberty,28.114117647058823,Jul
limestone,28.73515625,Jul
lipscomb,26.81048951048951,Jul
live oak,29.348322147651007,Jul
llano,28.25151515151515,Jul
loving,28.150574712643678,Jul
lubbock,26.367424242424242,Jul
lynn,26.384375,Jul
mcculloch,27.856363636363636,Jul
mclennan,29.096052631578946,Jul
mcmullen,29.554189944134077,Jul
madison,28.60135135135135,Jul
marion,27.947619047619046,Jul
martin,27.526515151515152,Jul
mason,27.541044776119403,Jul
matagorda,28.472549019607843,Jul
maverick,30.066111111111113,Jul
medina,28.52777777777778,Jul
menard,27.3408,Jul
midland,27.63684210526316,Jul
milam,28.843262411347517,Jul
mills,28.054368932038834,Jul
mitchell,28.056818181818183,Jul
montague,28.78832116788321,Jul
montgomery,28.349350649350647,Jul
moore,25.92153846153846,Jul
morris,28.038461538461537,Jul
motley,27.801360544217687,Jul
nacogdoches,27.832867132867133,Jul
navarro,28.86,Jul
newton,27.34390243902439,Jul
nolan,27.606428571428573,Jul
nueces,29.251428571428573,Jul
ochiltree,26.516783216783217,Jul
oldham,25.536363636363635,Jul
orange,27.76923076923077,Jul
palo pinto,28.767763157894738,Jul
panola,27.817460317460316,Jul
parker,28.72651515151515,Jul
parmer,24.76888888888889,Jul
pecos,27.272566371681418,Jul
polk,27.719108280254776,Jul
potter,26.02937062937063,Jul
presidio,25.87625231910946,Jul
rains,28.155263157894737,Jul
randall,25.483846153846155,Jul
reagan,27.183870967741935,Jul
real,26.808988764044944,Jul
red river,27.622151898734177,Jul
reeves,27.833684210526314,Jul
refugio,28.803960396039603,Jul
roberts,26.713846153846152,Jul
robertson,28.770588235294117,Jul
rockwall,28.505,Jul
runnels,28.121794871794872,Jul
rusk,27.866141732283463,Jul
sabine,27.332142857142856,Jul
san augustine,27.502409638554216,Jul
san jacinto,27.946739130434782,Jul
san patricio,29.084536082474227,Jul
san saba,27.985714285714284,Jul
schleicher,27.385555555555555,Jul
scurry,27.745,Jul
shackelford,28.43846153846154,Jul
shelby,27.57179487179487,Jul
sherman,25.683916083916085,Jul
smith,28.079562043795622,Jul
somervell,28.596296296296295,Jul
starr,29.830909090909092,Jul
stephens,28.63,Jul
sterling,27.37317073170732,Jul
stonewall,28.609166666666667,Jul
sutton,27.396363636363635,Jul
swisher,25.45944055944056,Jul
tarrant,29.15,Jul
taylor,28.174074074074074,Jul
terrell,28.190963855421685,Jul
terry,25.985245901639345,Jul
throckmorton,28.7525,Jul
titus,27.882758620689653,Jul
tom green,28.12090909090909,Jul
travis,28.72112676056338,Jul
trinity,28.024752475247524,Jul
tyler,27.395652173913042,Jul
upshur,28.00602409638554,Jul
upton,27.87653631284916,Jul
uvalde,28.435746606334842,Jul
val verde,28.94322429906542,Jul
van zandt,28.33719008264463,Jul
victoria,28.875213675213676,Jul
walker,28.436893203883496,Jul
waller,28.49718309859155,Jul
ward,28.465254237288136,Jul
washington,28.99529411764706,Jul
webb,30.30813704496788,Jul
wharton,28.275,Jul
wheeler,27.17062937062937,Jul
wichita,29.3265306122449,Jul
wilbarger,29.144117647058824,Jul
willacy,28.88961038961039,Jul
williamson,28.55125,Jul
wilson,29.0,Jul
winkler,28.019130434782607,Jul
wise,28.75,Jul
wood,27.983333333333334,Jul
yoakum,25.3675,Jul
young,28.88,Jul
zapata,30.26530612244898,Jul
zavala,29.552406417112298,Jul
anderson,28.3341935483871,Aug
andrews,26.430476190476192,Aug
angelina,27.771186440677965,Aug
aransas,28.613333333333333,Aug
archer,28.716783216783217,Aug
armstrong,25.09923076923077,Aug
atascosa,29.20449438202247,Aug
austin,28.66813186813187,Aug
bailey,23.932727272727274,Aug
bandera,27.290291262135923,Aug
bastrop,28.75423728813559,Aug
baylor,28.415151515151514,Aug
bee,29.195901639344264,Aug
bell,28.80258064516129,Aug
bexar,28.796132596685084,Aug
blanco,27.62857142857143,Aug
borden,26.830000000000002,Aug
bosque,28.504109589041096,Aug
bowie,27.404545454545456,Aug
brazoria,28.125641025641027,Aug
brazos,29.0025,Aug
brewster,25.95767878077374,Aug
briscoe,25.3986013986014,Aug
brooks,29.5136,Aug
brown,27.744525547445257,Aug
burleson,29.127083333333335,Aug
burnet,27.913103448275862,Aug
caldwell,28.794805194805196,Aug
calhoun,28.774,Aug
callahan,27.69090909090909,Aug
cameron,29.01880341880342,Aug
camp,27.865625,Aug
carson,24.95104895104895,Aug
cass,27.62857142857143,Aug
castro,23.66046511627907,Aug
chambers,28.313157894736843,Aug
cherokee,28.06,Aug
childress,27.618,Aug
clay,28.54,Aug
cochran,24.01404958677686,Aug
coke,27.334126984126986,Aug
coleman,27.64318181818182,Aug
collin,28.325196850393702,Aug
collingsworth,26.946923076923078,Aug
